已有数据: 14 条

============================================================
Round 1/6 | 并行生成 11 组查询...
  Prompt 5: 25 条
  Prompt 1: 25 条
  Prompt 8: 25 条
  Prompt 6: 25 条
  Prompt 7: 25 条
  Prompt 4: 25 条
  Prompt 2: 25 条
  Prompt 3: 25 条
  Prompt 9: 25 条
  Prompt 10: 25 条
  Prompt 11: 25 条
  本轮共 275 条待标注，还需 1386 条
  ✓ [15] rag_query            | 想申请开通凌霄管理后台的查看权限，需要直属领导审批还是直接找IT？
  ✓ [1116] rag_query            | 上个月有三天因为暴雨导致钉钉打卡失败，我已经补了外勤签到，这会影响年底...
  ✓ [1117] rag_query            | 如果4月30号突发急性肠胃炎，请假申请是事后在钉钉补两天流程还是先电话...
  ✓ [1118] rag_query            | 我老婆下个月预产期，我想申请陪产假，但钉钉上我的直系亲属证明上传后一直...
  ✓ [1119] direct_answer        | 客服组工位的无线投屏配对码是几？
  ✓ [1120] escalate             | 紧急！下周启动星辰系统二期测试，请立刻为我开通测试环境账号权限。
  ✓ [1121] rag_query            | 请问新员工如何申请开通瓴羊内网门户的访问白名单。
  ✓ [1122] escalate             | 我目前只有云效代码仓库的只读权限，请协助开通核心分支推送权限。
  ✓ [1123] rag_query            | 本年度未休年假的自动清零日期是哪天？
  ✓ [1124] rag_query            | 我在通义千问后台看到新版差旅政策更新了，想确认一下去成都出差超过15天...
  ✓ [1125] rag_query            | 刚配发的内部办公账号，申请开通外部文件导出权限需要哪级主管批复？
  ✓ [1126] multi_intent_split   | 我11月20号到22号要回趟老家办事情，想申请三天事假，这期间我的阿里...
  ✓ [1127] escalate             | 紧急！线上故障需立刻回滚，请马上授予我对星辰系统主干仓库的提交权限。
  ✓ [1128] rag_query            | 公积金基数每年7月调整一次，这个月我的缴纳明细什么时候能在阿里云员工端...
  ✓ [1129] rag_query            | 婚假和年假能不能连着一起休，还有提交申请时附件是必须传结婚证扫描件还是...
  ✓ [1130] rag_query            | 新人合规培训安排在4月29日下午两点吗，总共讲多久能结束？
  ✓ [1131] rag_query            | 试用期社保是当月还是次月交？
  ✓ [1132] direct_answer        | 钉钉里请年假应该点哪个审批模板？
  ✓ [1133] escalate             | 紧急！无法通过内网IP访问测试数据库网关，请马上核查路由放行权限。
  ✓ [1134] multi_intent_split   | 我想申请把下周的工位从A3栋换到B5栋，顺便问问如果工位调整成功，我的...
  ✓ [1135] rag_query            | 请提供当前差旅住宿费用的分级报销标准及发票合规要求。
  ✓ [1136] rag_query            | 门禁卡丢失咋补？
  ✓ [1137] rag_query            | 本次项目差旅垫付的交通及住宿费共计三千八百元，请问电子发票上传至星瀚财...
  ✓ [1138] multi_intent_split   | 急催！11月2号提交的深圳展会物料及差旅费报销，金额有15000块，现...
  ✓ [1139] escalate             | 我的云效平台VPN总是自动断开，请协助排查长连接网络策略。
  ✓ [1140] rag_query            | 报销单卡了快20天了还没到账，我在钉钉报销系统里看到状态一直是待财务复...
  ✓ [1141] direct_answer        | 研发部三楼的办公WiFi密码是多少？
  ✓ [1142] multi_intent_split   | 钉钉会议软件突然闪退，我明天要去广州分公司出差，这破系统难道不能提前修...
  ✓ [1143] direct_answer        | 我在钉钉里查年假还剩几天？
  ✓ [1144] rag_query            | 我想在钉钉提交5月6日到8日的年假申请，审批流一般走几天能批完？
  ✓ [1145] rag_query            | 公积金何时调？
  ✓ [1146] multi_intent_split   | 钉钉审批流配置报错提示权限不足，我都试了三次了能不能靠谱点？我计划10...
  ✓ [1147] rag_query            | 我上周三不小心把阿里邮箱的草稿箱同步到了公共云盘，触发内部DLP告警，...
  ✓ [1148] escalate             | 我在财易通提交的10月份差旅报销单被系统以“超标”为由自动驳回，但实际...
  ✓ [1149] multi_intent_split   | 我的阿里云子账号登录一直提示密码过期，IT那边说可以重置，但我下周正好...
  ✓ [1150] rag_query            | 早上因为地铁故障晚到四十分钟，在考勤系统里补个迟到说明当天能生效不？
  ✓ [1151] rag_query            | 出差申请单里的随行人员超过3人需要额外走什么审批流程吗？
  ✓ [1152] direct_answer        | 婚假申请卡在领导那儿了，咋催钉钉审批流？
  ✓ [1153] rag_query            | 十二月二十五号圣诞节那天如果正常上班，有没有调休或者三倍工资的规定？
  ✓ [1154] rag_query            | 新人第一天报到，是直接找行政领设备还是先去阿里内网刷新人必修课？
  ✓ [1155] rag_query            | 钉钉考勤系统允许的最晚补卡时间是下班后几小时？
  ✓ [1156] direct_answer        | 体检预约链接打不开了，专区咋维护的，重发个呗。
  ✓ [1157] escalate             | 钉钉视频会议突然闪退，重装后还是连不上。
  ✓ [1158] rag_query            | 5月20号部门工位调整，我的位置会换到A栋几楼，搬迁大概持续几天？
  ✓ [1159] multi_intent_split   | 我的钉钉日历同步不了年假余额，这bug修不修了？另外6月1日到5日休假...
  ✓ [1160] multi_intent_split   | 请问怎么申请夸克企业版的批量下载权限？还有4月28日杭州团建垫付的餐饮...
  ✓ [1161] rag_query            | 我下周三要去深圳参加阿里云栖大会，出差申请单在钉钉上提交后一直卡在直属...
  ✓ [1162] escalate             | 紧急！内部邮箱收不到项目审批通知，请马上检查收件规则是否被异常拦截。
  ✓ [1163] rag_query            | 下个月想请一周假带家人出去玩，系统里显示额度不够，这剩余额度到底按什么...
  ✓ [1164] multi_intent_split   | 麻烦帮我重置一下钉钉财务共享中心的密码，另外6月10日苏州客户接待的4...
  ✓ [1165] rag_query            | 请问如何在钉钉里配置新的VPN节点以便周末远程办公。
  ✓ [1166] rag_query            | 听说咱们有加班餐补，具体是超过几点触发、标准多少？
  ✓ [1167] multi_intent_split   | 我的钉钉工作台突然打不开智能填表插件，重启也没用，能派个IT来修一下吗...
  ✓ [1168] rag_query            | 天天加班到半夜，第二天打卡显示正常但工资没变多，咱们这补休和给钱到底咋...
  ✓ [1169] escalate             | 我的项目测试环境需要访问阿里云生产库的只读快照，但该操作超出常规开发权...
  ✓ [1170] escalate             | 紧急！钉钉主账号突然提示冻结无法登录，请立刻协助解锁以便参会。
  ✓ [1171] rag_query            | 4月26号报到，离职证明原件没带，复印件加钉钉电子件能不能先办手续？
  ✓ [1172] multi_intent_split   | 试用期转正考核表在哪里下载？另外成都研发中心新入职的电脑配置标准是80...
  ✓ [1173] rag_query            | 集团组织的合规培训定在下个月底，地点是杭州西溪园区，外地同事过去住宿能...
  ✓ [1174] multi_intent_split   | 公司考勤制度里关于弹性上班的具体执行细则是什么？另外北京望京办公室新员...
  ✓ [1175] multi_intent_split   | 这个月的工资条我在钉钉里查了，发现公积金扣款比上个月多了两百块，是基数...
  ✓ [1176] multi_intent_split   | 我刚转到市场部需要开通通义千问企业版的API调用权限，顺便咨询一下测试...
  ✓ [1177] direct_answer        | 公司华东总部的详细街道地址是什么？
  ✓ [1178] rag_query            | 实行弹性工时的每日核心在岗时间段是几点到几点？
  ✓ [1179] rag_query            | 电子合同存夸克了法务说格式不对，要啥标准？
  ✓ [1180] rag_query            | 周末加班审批截止是周五的几点？
  ✓ [1181] direct_answer        | 年假还剩几天，考勤里没显示明白。
  ✓ [1182] escalate             | 我的医疗垫付报销单被标记为“发票信息不符”直接打回，实际上发票抬头完全...
  ✓ [1183] rag_query            | 转正答辩材料交钉钉文档还是走流程？
  ✓ [1184] multi_intent_split   | 怎么给跨部门同事开通钉钉文档的编辑权限？还有4月30日南京项目垫付的物...
  ✓ [1185] multi_intent_split   | 阿里云控制台登录需要二次验证但我收不到短信，我5月15日要去乌鲁木齐出...
  ✓ [1186] escalate             | 因项目紧急加班至凌晨三点，我打车返回住所的费用被智批系统判定为非通勤路...
  ✓ [1187] rag_query            | 请问本自然年度剩余的年假是否可以顺延至明年一季度末？
  ✓ [1188] direct_answer        | 通义听悟的会议纪要导出后格式乱码，怎么联系技术支持？
  ✓ [1189] rag_query            | 年假统计记录在通义系统里保留几年？
  ✓ [1190] escalate             | 运营团队需要申请阿里云客户管理后台的查看权限，请协助配置。
  ✓ [1191] escalate             | 紧急！客户投诉数据异常，请马上为我开通瓴羊数据中台报表的实时查看权限。
  ✓ [1192] rag_query            | 客户请吃饭没开发票，回来报账怎么填单子？
  ✓ [1193] direct_answer        | 员工储物柜的初始密码是几位数？
  ✓ [1194] rag_query            | 年假额度是每年一月一日自动发放吗？
  ✓ [1195] rag_query            | 新员工入职培训的具体日程安排已经发布在钉钉群了吗，请问需要携带哪些实体...
  ✓ [1196] rag_query            | 去年没休完的那几天，今年还能接着用不？
  ✓ [1197] escalate             | 电脑蓝屏了咋整，钉钉都登不上，急啊！
  ✓ [1198] rag_query            | 调休额度有效期是多久，年底前休不完的十六小时会自动清零吗？
  ✓ [1199] rag_query            | 公司规定跨省长途出差必须提前7天提交申请，我因为紧急项目支援10月20...
  ✓ [1200] multi_intent_split   | 新来的前端工程师李明这周五入职，我想提前帮他在宜搭开通代码库的读写权限...
  ✓ [1201] rag_query            | 行政部的下班打卡时间定在十八点半吗？
  ✓ [1202] rag_query            | 体检报告晚几天交会不会影响办工牌和进园区权限？
  ✓ [1203] rag_query            | 跨部门预算调拨需要走宜搭哪个审批流？
  ✓ [1204] rag_query            | 跨部门权限升级后，工牌门禁权限需要重新录入吗，明天下午能同步到闸机吗？
  ✓ [1205] multi_intent_split   | 我的钉钉邮箱登录不上，另外请问4月15日去北京出差的高铁票补贴是按20...
